key,displayName,englishName,scientificName,scientificNameAliases,originCountry,idealTemperatureRange,idealHumidityRange,wateringIntervalDays,lightRequirement,careDifficulty,careMemo,status,lightStars,difficultyStars
agave_potatorum,吉祥天,Kissho-ten Agave,Agave potatorum,,メキシコ,5〜30℃,20〜40%,14,bright_direct,medium,乾燥に強いため土がしっかり乾いてから水を与え、特に冬は月1回程度の断水気味の管理が安全です。日照不足になると葉が薄く間延びしてロゼットの形が崩れやすいため、屋外や日当たりの良い窓辺で育ててください。株の中心が黒ずんで柔らかくなる場合は根腐れや芯腐れの可能性があります。葉先のトゲが鋭いため、小さな子どもやペットが触れない場所に置いてください。,新規,5,3
agave_isthmensis,雷神,Raijin Agave,Agave isthmensis,Agave potatorum var. verschaffeltii,メキシコ,5〜30℃,20〜40%,14,bright_direct,medium,小型で成長が遅いため、土が完全に乾いてから控えめに水を与える管理が向いています。強い直射日光に当てることでコンパクトに引き締まった姿になりますが、日照不足だと葉が伸びて間延びします。葉に白い斑点状のカイガラムシが付くことがあるため定期的に観察してください。葉先の鋭いトゲは危険なので、ペットや子どもの手が届かない場所に置いてください。,新規,5,3
agave_attenuata,アガベ・アテナータ（狐の尾）,Foxtail Agave,Agave attenuata,,メキシコ,5〜28℃,30〜50%,12,bright_direct,easy,他のアガベよりやや水を好むため、土が乾いたら比較的早めにたっぷり水を与えると生育が良くなります。日当たりの良い場所を好みますが、真夏の強すぎる直射日光では葉焼けすることがあるため半日陰との調整が有効です。葉先が茶色く枯れ込む場合は乾燥のしすぎ、葉が黄色く柔らかくなる場合は過湿のサインです。トゲがほとんどないため他のアガベに比べて安全ですが、毒性情報は明確でないためペットの誤食は避けてください。,新規,4,2
haworthia_fasciata,十二の巻,Zebra Haworthia,Haworthia fasciata,,南アフリカ,10〜28℃,30〜60%,10,bright_indirect,easy,生育期は土が乾いたらたっぷり水を与え、夏と冬は乾かし気味にして根腐れを防いでください。強い直射日光よりレースカーテン越しの明るい光を好み、直射日光に当てすぎると葉が茶色く葉焼けします。逆に日照不足だと縞模様が薄くなり葉が間延びします。毒性情報は明確でないため、ペットのいる家庭では誤食を避けてください。,新規,3,1
haworthia_truncata,玉扇,Horse's Teeth,Haworthia truncata,,南アフリカ,10〜28℃,30〜50%,12,bright_indirect,hard,扁平な葉の切り口から水を吸収する特殊な形状のため、土が完全に乾いてから少量ずつ水を与えるのが基本です。直射日光より明るい半日陰を好み、強すぎる光では葉が変色し、逆に日照不足だと葉の並びが乱れて徒長します。葉の間に水が溜まると腐敗しやすいため、水やりの際は葉の隙間に水が入らないよう注意してください。毒性情報は明確でないため、ペットのいる家庭では誤食を避けてください。,新規,3,4
haworthia_comptoniana,コンプトニアナ,Haworthia comptoniana,Haworthia comptoniana,,南アフリカ,10〜28℃,30〜60%,10,bright_indirect,medium,軟葉系ハオルチアのため、土が乾いたらたっぷり水を与えつつ蒸れによる根腐れに注意して管理してください。強い直射日光を避けた明るい日陰を好み、直射日光に当てると葉が赤く変色したり葉焼けを起こしたりします。逆に日照不足だと葉の窓（透明な部分）の透明感が失われ間延びします。毒性情報は明確でないため、ペットのいる家庭では誤食を避けてください。,新規,3,3
gasteria_armstrongii,臥牛,Gasteria armstrongii,Gasteria armstrongii,Gasteria carinata var. armstrongii,南アフリカ,10〜28℃,30〜60%,10,bright_indirect,medium,肉厚な葉に水を蓄えるため、土が乾いてからたっぷり水を与え、過湿による根腐れを避けてください。強い直射日光よりレースカーテン越しの柔らかい光を好み、真夏の直射日光では葉焼けを起こしやすくなります。日照不足だと葉が薄く伸びて左右対称の重なりが乱れます。毒性情報は明確でないため、ペットのいる家庭では誤食を避けてください。,新規,3,2
lithops_karasmontana,リトープス（カラスモンタナ）,Lithops karasmontana,Lithops karasmontana,,南アフリカ・ナミビア,10〜28℃,20〜40%,20,bright_direct,hard,脱皮のサイクルに合わせた水やりが重要で、脱皮中の春から初夏は断水し、新しい葉が完成してから水を再開してください。強い直射日光を好みますが、夏の高温期は風通しの良い半日陰で蒸れを防ぐと安全です。株がしぼんでシワが寄る場合は水切れ、逆に軟化する場合は水の与えすぎによる根腐れのサインです。毒性情報は明確でないため、ペットのいる家庭では誤食を避けてください。,新規,5,4
lithops_aucampiae,リトープス（アウカンピアエ）,Lithops aucampiae,Lithops aucampiae,,南アフリカ,10〜28℃,20〜40%,20,bright_direct,hard,他のリトープス同様、脱皮期の断水と休眠期の水やり制限が生育の鍵になります。強い直射日光を好む一方、真夏は蒸れによる腐敗を避けるため風通しを確保してください。表皮が二重に見えるほど水を与えすぎると株が徒長したり腐ったりします。毒性情報は明確でないため、ペットのいる家庭では誤食を避けてください。,新規,5,4
lithops_optica,リトープス（オプティカ）,Lithops optica,Lithops optica,,南アフリカ・ナミビア,10〜26℃,20〜40%,20,bright_direct,hard,脱皮中は水を与えず、古い皮が完全に乾いてから通常の水やりを再開するのが基本です。他のリトープスよりやや光を好みますが、真夏の強すぎる直射日光では葉が傷むため、午前中の光を中心に管理すると安全です。水の与えすぎで株がブヨブヨと軟化する場合は根腐れの可能性が高く、早めの断水が必要です。毒性情報は明確でないため、ペットのいる家庭では誤食を避けてください。,新規,4,4
aloe_variegata,千代田錦,Partridge Breast Aloe,Gonialoe variegata,Aloe variegata,南アフリカ,5〜28℃,30〜50%,12,bright_indirect,medium,土が乾いたらたっぷり水を与えますが、真夏の高温多湿期は蒸れやすいため水やりの回数を減らしてください。強い直射日光よりレースカーテン越しの明るい場所を好み、直射日光に長時間当てると葉焼けを起こします。葉の根元が黒ずんで柔らかくなる場合は過湿による根腐れのサインです。アロエ属は犬猫に対して消化器症状を引き起こす可能性が報告されているため、誤食に注意してください。,新規,3,3
aloe_distans,不夜城,Aloe distans,Aloe distans,,南アフリカ,5〜28℃,30〜50%,12,bright_direct,easy,生育期は土が乾いたらたっぷり水を与え、冬は乾燥気味に管理して寒さによる根腐れを防いでください。日当たりの良い場所を好み、日照不足だと葉間が間延びして密に詰まったロゼットの形が崩れます。葉先が茶色く枯れる場合は水切れ、株元が黒ずむ場合は過湿のサインです。アロエ属は犬猫に対して消化器症状を引き起こす可能性が報告されているため、誤食に注意してください。,新規,4,2
philodendron_erubescens_red_emerald,フィロデンドロン・レッドエメラルド,Philodendron Red Emerald,Philodendron erubescens 'Red Emerald',,コロンビア原産種の交配園芸品種,18〜28℃,50〜65%,6,bright_indirect,easy,表土が乾いたらたっぷりと水を与えると赤みを帯びた新葉と艶のある濃緑葉のコントラストを楽しめる丈夫な品種です。明るい室内でよく育ちますが直射日光は葉焼けの原因になるため避けてください。つる性で伸びるため支柱に這わせると気根を出してよく茂ります。サトイモ科植物で誤食すると口腔内が炎症を起こす恐れがあるためペットのいる家庭では注意しましょう。,新規,3,2
philodendron_prince_of_orange,フィロデンドロン・プリンスオブオレンジ,Philodendron Prince of Orange,Philodendron 'Prince of Orange',,中南米原産種の交配園芸品種,18〜28℃,50〜65%,6,bright_indirect,easy,新葉がオレンジ色から徐々に緑へ変化する過程が魅力の品種で表土が乾いたらたっぷり水を与えます。直射日光では葉焼けしやすいため明るい日陰で管理し光量不足だと発色が鈍くなる点に注意してください。株立ちでコンパクトにまとまり鉢植えでも扱いやすい品種です。誤食すると口腔内に炎症を起こす恐れがあるためペットのいる家庭では手の届かない場所に置きましょう。,新規,3,2
