key,displayName,englishName,scientificName,scientificNameAliases,originCountry,idealTemperatureRange,idealHumidityRange,wateringIntervalDays,lightRequirement,careDifficulty,careMemo,status,lightStars,difficultyStars
adenia_fruticosa,アデニア・フルチコサ,Adenia fruticosa,Adenia fruticosa,,南アフリカ・ナミビア,15〜30℃,30〜45%,10,bright_indirect,hard,つる状に枝を伸ばす生育期は土が乾いたら水を与え、落葉して休眠する冬は断水して管理する。明るい半日陰から柔らかい日向を好み、強すぎる直射日光は塊根の表面を傷めることがある。過湿による根腐れや、休眠期の水の与えすぎによる塊根の軟化がよくあるトラブルなので、水はけの良い用土を使う。アデニア属の植物は毒性のある成分を含むことが知られているため、ペットや子どもが誤食しないよう管理場所に十分注意する。,新規,3,4
operculicarya_pachypus,オペルクリカリア・パキプス,Operculicarya pachypus,Operculicarya pachypus,,マダガスカル,15〜30℃,35〜55%,12,bright_direct,hard,成長がきわめて遅い塊根植物で、生育期は土が乾いてから数日後にたっぷり水を与え、落葉する冬は断水気味に管理する。屋外の日当たりの良い場所を好み、日照不足だと枝が間延びして樹形が乱れやすい。成長が遅いため過湿による根腐れの影響が大きく、一度傷めると回復に時間がかかるので水の与えすぎに特に注意する。ウルシ科に近縁で樹液に刺激性がある可能性があるため、ペットが誤食しないよう注意する。,新規,5,5
operculicarya_decaryi,オペルクリカリア・デカリー,Operculicarya decaryi,Operculicarya decaryi,,マダガスカル,15〜30℃,35〜55%,10,bright_direct,medium,パキプスに比べて成長が早く育てやすい塊根植物で、生育期は土が乾いたらたっぷり水を与え、落葉する冬は水やりを控えて休眠させる。屋外の日当たりの良い場所で管理すると枝が締まった良い樹形になり、日照不足だと徒長しやすい。過湿による根腐れが主なトラブルで、水はけの良い用土と風通しの良い置き場所を心がける。ウルシ科に近縁で樹液に刺激性がある可能性があるため、ペットが誤食しないよう注意する。,新規,4,3
cyphostemma_juttae,キフォステンマ・ジュッタエ,Cyphostemma juttae,Cyphostemma juttae,,ナミビア,15〜30℃,25〜45%,10,bright_direct,hard,生育期は土が乾いたらたっぷり水を与えて大きな葉を育て、落葉する冬は完全に断水して休眠させる。屋外の日当たりの良い場所を好み、日照不足だと葉が薄く弱々しくなる。休眠期に水を与えると根腐れしやすく、また急激な温度変化でも葉を落としやすいので、季節の変わり目は特に管理に注意する。ブドウ科の植物で樹液や果実に毒性が指摘されることがあるため、ペットや子どもが誤食しないよう注意する。,新規,5,4
cyphostemma_currorii,キフォステンマ・クラロリー,Cyphostemma currorii,Cyphostemma currorii,,ナミビア・アンゴラ,15〜28℃,25〜45%,12,bright_direct,hard,非常にゆっくり成長する塊根植物で、生育期でも水の与えすぎは禁物のため土が完全に乾いてから控えめに水を与え、落葉する冬は断水して休眠させる。屋外の強い日差しを好むが、輸入直後の株は根が弱っていることが多いため、最初は明るい日陰で養生してから徐々に日光に慣らすとよい。過湿による根腐れが最大のリスクで、一度傷むと回復が難しいため水はけの良い用土を使う。ブドウ科の植物で樹液や果実に毒性が指摘されることがあるため、ペットや子どもが誤食しないよう注意する。,新規,5,5
jatropha_podagrica,ヤトロファ・ポダグリカ（南洋桜）,Buddha Belly Plant,Jatropha podagrica,,中央アメリカ,15〜32℃,35〜55%,7,bright_direct,easy,比較的丈夫で育てやすい塊根植物で、生育期は土の表面が乾いたらたっぷり水を与え、冬は成長が緩やかになるため間隔を空けて乾燥気味に管理する。日当たりの良い場所を好み、赤い花を咲かせるには十分な日照が必要だが、真夏の強すぎる直射日光では葉焼けすることもある。低温に弱く冬に寒さに当てると落葉しやすいので、最低でも10℃以上を保てる室内に取り込む。種子や樹液に毒性があることが知られているため、ペットや子どもが誤食しないよう特に注意する。,新規,4,2
bombax_ellipticum,ボンバックス・エリプティクム,Shaving Brush Tree,Bombax ellipticum,Pseudobombax ellipticum,メキシコ・中央アメリカ,15〜30℃,35〜55%,7,bright_indirect,medium,生育期は大きな葉から多くの水分を蒸散するため土が乾いたらたっぷり水を与え、落葉する冬は水やりの間隔を大きく空けて乾燥気味に管理する。明るい半日陰から柔らかい日向を好み、強い直射日光に急に当てると葉焼けを起こしやすい。落葉のタイミングが不揃いになりやすく、季節外れに葉が落ちても慌てず水やりを調整すれば回復することが多い。毒性に関する明確な情報は少ないため、ペットや子どもが誤食しないよう注意する。,新規,3,3
stephania_erecta,ステファニア・エレクタ（亀甲鉾）,Stephania erecta,Stephania erecta,,タイ,15〜30℃,40〜60%,7,bright_indirect,easy,つるを勢いよく伸ばす生育期は土が乾いたら水を与え、秋につるが枯れて休眠に入ったら完全に断水して春の発芽を待つ。明るい半日陰を好み、強すぎる直射日光ではつるや葉が傷むことがある。休眠期は地上部がすべて枯れて何もない状態になるが、これは正常な生態なので慌てて水を与えないことが大切である。ツヅラフジ科の植物はアルカロイドを含むことが知られているため、ペットや子どもが誤食しないよう注意する。,新規,3,2
nolina_longifolia,ノリナ・ロンギフォリア,Nolina longifolia,Nolina longifolia,Beaucarnea longifolia,メキシコ,10〜30℃,25〜45%,14,bright_direct,easy,非常に乾燥に強い塊根植物で、生育期でも土が完全に乾いてから水を与え、冬はさらに間隔を空けて乾燥気味に管理する。屋外の日当たりの良い場所でよく育ち、耐寒性も比較的あるが霜には当てないよう注意する。過湿による根腐れがほぼ唯一と言える失敗要因で、水はけの良い用土を使えばトラブルは少ない。同属のポニーテールは毒性の報告が少ない植物とされるが、誤食は念のため避けるようにする。,新規,4,2
xerosicyos_danguyi,ゼロシキオス・ダングイ（銀月）,Silver Dollar Vine,Xerosicyos danguyi,,マダガスカル,15〜30℃,30〜50%,10,bright_direct,easy,つる性で丸い多肉質の葉を茂らせる生育期は土が乾いたら水を与え、冬は成長が緩やかになるため間隔を空けて乾燥気味に管理する。日当たりの良い場所を好み、支柱やフックに絡ませて仕立てると見栄えよく育つ。過湿による葉の落下や根腐れが主なトラブルで、比較的丈夫なため初めての塊根植物としても扱いやすい。ウリ科の植物で毒性に関する明確な情報は少ないため、ペットや子どもが誤食しないよう注意する。,新規,4,2
ficus_palmeri,フィカス・パルメリー,Rock Fig,Ficus palmeri,,メキシコ（バハカリフォルニア）,15〜32℃,30〜50%,10,bright_direct,medium,岩場に自生する塊根性のイチジクで、生育期は土が乾いたらたっぷり水を与え、落葉する冬は水やりを控えて休眠させる。屋外の強い日差しを好み、日照不足だと葉が小さく間延びしやすい。乾燥には強いが極端な過湿には弱く、根腐れを起こすと回復が難しいため水はけの良い用土を使う。イチジク属の樹液には刺激性があるとされるため、ペットが誤食したり樹液に触れたりしないよう注意する。,新規,5,3
uncarina_grandidieri,ウンカリナ・グランディディエリ,Uncarina grandidieri,Uncarina grandidieri,,マダガスカル,15〜32℃,35〜55%,7,bright_direct,medium,黄色い花を咲かせる生育期は土が乾いたらたっぷり水を与えて開花を促し、落葉する冬は断水気味に管理して休眠させる。日当たりの良い場所を好み、日照不足だと花付きが悪くなるため屋外や明るい窓辺で管理する。低温や過湿による根腐れがよくある失敗なので、気温が下がる前に室内へ取り込む。毒性に関する明確な情報は少ないため、ペットや子どもが誤食しないよう注意する。,新規,5,3
